!Bonds
   CY CR1E   H0   2.13521   2.06767   2.19709 119.19310   3.00000
  CY2 CR1E   H0   2.13733   2.07104   2.19795 120.32610   3.00000
   H0 CH1E    N   2.11078   2.03437   2.18173 111.09770   3.00000
   H0 CH1E  NH1   2.06591   1.98694   2.13956 108.05080   3.00000
   H0 CH1E  NH3   2.10042   2.02116   2.17430 108.50740   3.00000
   H0 CH2E   H0   1.76294   1.69458   1.82652 109.40740   3.00000
   H0 CH2E  NH1   2.07838   2.00012   2.15127 108.90300   3.00000
   H0 CH2E  NH3   2.10414   2.02522   2.17766 108.93900   3.00000
   H0 CH2E  OH1   2.03844   1.96088   2.11069 108.69300   3.00000
   H0 CH1E  OH1   2.05230   1.97443   2.12483 108.69300   3.00000
   H0 CH2E    S   2.38688   2.30155   2.46664 107.92280   3.00000
   H0 CH2E SH1E   2.37419   2.28895   2.45388 107.91850   3.00000
   H0 CH2E   SM   2.37999   2.29549   2.45889 108.67680   3.00000
   H0 CH2G   H0   1.75709   1.68830   1.82110 108.87180   3.00000
   H0 CH2G  NH1   2.06990   1.99179   2.14264 108.85100   3.00000
   H0 CH2G  NH3   2.10312   2.02413   2.17672 108.85860   3.00000
   H0 CH2P   H0   1.77429   1.70675   1.83701 110.45630   3.00000
   H0 CH2P    N   2.11362   2.03684   2.18495 110.82780   3.00000
   H0 CH2P  NH3   2.11236   2.03548   2.18378 110.72460   3.00000
   H0 CH3E   H0   1.76362   1.69531   1.82715 109.47030   3.00000
   H0 CH3E   SM   2.37982   2.29600   2.45802 109.47000   3.00000
   H0 CR1E  NH1   2.18945   2.12852   2.24455 125.88030   3.00000
   H0 CR1E   NR   2.19010   2.12827   2.24610 125.18780   3.00000
   H0 CR1H  NH1   2.19562   2.13528   2.25010 126.43590   3.00000
   H0  CRH  NH1   2.14821   2.08639   2.20430 124.35340   3.00000
   H0  CRH   NR   2.12446   2.06320   2.18002 124.34040   3.00000
   H0 CRHH  NH1   2.14058   2.08071   2.19470 125.83810   3.00000
   HA  NH3 CH2P   2.23801   2.17599   2.29421 125.00000   3.00000
    C  NC2   HA   2.02096   1.95838   2.07822 120.00000   3.00000
   HC  NC2   HA   1.73205   1.67675   1.78264 120.00000   3.00000
   HA  NC2   HA   1.73205   1.67675   1.78264 120.00000   3.00000
   H0  NC2   HA   1.73205   1.67675   1.78264 120.00000   3.00000
 CH1E  NH3   HA   2.08325   2.00673   2.15449 109.50000   3.00000
 CH2E  NH3   HA   2.08148   2.00492   2.15277 109.50000   3.00000
 CH2G  NH3   HA   2.08148   2.00492   2.15277 109.50000   3.00000
   HC  NH3   HA   1.69861   1.63291   1.75971 109.50000   3.00000
   HA  NH3   HA   1.69861   1.63291   1.75971 109.50000   3.00000
   H0  NH3   HA   1.69861   1.63291   1.75971 109.50000   3.00000
    C CH1E   HA   2.13635   2.05685   2.21041 108.99140   3.00000
    C CH2E   HA   2.12331   2.04360   2.19761 108.58770   3.00000
    C CH2G   HA   2.12669   2.04734   2.20061 108.85280   3.00000
   C5 CH2E   HA   2.10072   2.02106   2.17501 108.11950   3.00000
   C5 CR1E   HA   2.17659   2.11645   2.23091 126.26160   3.00000
   C5 CR1H   HA   2.17696   2.11696   2.23114 126.40310   3.00000
  C5W CH2E   HA   2.10241   2.02264   2.17680 108.18310   3.00000
  C5W CR1E   HA   2.16790   2.10578   2.22423 124.50370   3.00000
   CF CH2E   HA   2.10518   2.02535   2.17963 108.12680   3.00000
   CF CR1E   HA   2.13350   2.06631   2.19505 119.45400   3.00000
 CH1E CH1E   HA   2.14038   2.05992   2.21543 108.27750   3.00000
 CH1E CH2E   HA   2.14445   2.06513   2.21832 109.28330   3.00000
 CH1E CH3E   HA   2.13893   2.05984   2.21258 109.47260   3.00000
 CH2E CH1E   HA   2.14401   2.06466   2.21791 109.24870   3.00000
 CH2E CH2E   HA   2.12855   2.04884   2.20284 108.72360   3.00000
 CH2E CH2P   HA   2.11951   2.04126   2.19232 109.95480   3.00000
 CH2E CH3E   HA   2.13186   2.05287   2.20542 109.46940   3.00000
 CH2P CH2E   HA   2.13385   2.05663   2.20558 111.11270   3.00000
 CH2P CH2P   HA   2.13450   2.05655   2.20697 110.38180   3.00000
 CH3E CH1E   HA   2.12180   2.04152   2.19670 108.12790   3.00000
 CH3E CH2E   HA   2.11369   2.03343   2.18857 108.04080   3.00000
 CR1E CR1E   HA   2.13690   2.07012   2.19801 119.94330   3.00000
 CR1E CR1W   HA   2.14041   2.07222   2.20295 118.75980   3.00000
 CR1W CR1E   HA   2.14484   2.07703   2.20699 119.17060   3.00000
 CR1W CR1W   HA   2.12766   2.06155   2.18811 120.26160   3.00000
   CW CR1E   HA   2.16275   2.09680   2.22298 121.03170   3.00000
   CW CR1W   HA   2.16692   2.10170   2.22639 121.78220   3.00000
   CY CH2E   HA   2.11346   2.03341   2.18812 108.09100   3.00000
   CY CR1E   HA   2.13521   2.06767   2.19709 119.19310   3.00000
  CY2 CR1E   HA   2.13733   2.07104   2.19795 120.32610   3.00000
   HA CH1E    N   2.11078   2.03437   2.18173 111.09770   3.00000
   HA CH1E  NH1   2.06591   1.98694   2.13956 108.05080   3.00000
   HA CH1E  NH3   2.10042   2.02116   2.17430 108.50740   3.00000
   HA CH2E   HA   1.76294   1.69458   1.82652 109.40740   3.00000
   HA CH2E  NH1   2.07838   2.00012   2.15127 108.90300   3.00000
   HA CH2E  NH3   2.10414   2.02522   2.17766 108.93900   3.00000
   HA CH2E  OH1   2.03844   1.96088   2.11069 108.69300   3.00000
   HA CH1E  OH1   2.05230   1.97443   2.12483 108.69300   3.00000
   HA CH2E    S   2.38688   2.30155   2.46664 107.92280   3.00000
   HA CH2E SH1E   2.37419   2.28895   2.45388 107.91850   3.00000
   HA CH2E   SM   2.37999   2.29549   2.45889 108.67680   3.00000
   HA CH2G   HA   1.75709   1.68830   1.82110 108.87180   3.00000
   H0 CH2G   HA   1.75709   1.68830   1.82110 108.87180   3.00000
   HA CH2G  NH1   2.06990   1.99179   2.14264 108.85100   3.00000
   HA CH2G  NH3   2.10312   2.02413   2.17672 108.85860   3.00000
   HA CH2P   HA   1.77429   1.70675   1.83701 110.45630   3.00000
   H0 CH2P   HA   1.77429   1.70675   1.83701 110.45630   3.00000
   HA CH2P    N   2.11362   2.03684   2.18495 110.82780   3.00000
   HA CH2P  NH3   2.11236   2.03548   2.18378 110.72460   3.00000
   HA CH3E   HA   1.76362   1.69531   1.82715 109.47030   3.00000
   H0 CH3E   HA   1.76362   1.69531   1.82715 109.47030   3.00000
   HA CH3E   SM   2.37982   2.29600   2.45802 109.47000   3.00000
   HA CR1E  NH1   2.18945   2.12852   2.24455 125.88030   3.00000
   HA CR1E   NR   2.19010   2.12827   2.24610 125.18780   3.00000
   HA CR1H  NH1   2.19562   2.13528   2.25010 126.43590   3.00000
   HA  CRH  NH1   2.14821   2.08639   2.20430 124.35340   3.00000
   HA  CRH   NR   2.12446   2.06320   2.18002 124.34040   3.00000
   HA CRHH  NH1   2.14058   2.08071   2.19470 125.83810   3.00000
   CA    C    N   2.44426   2.40405   2.48281 116.90000   1.50000
   CA    C  NH1   2.42518   2.37108   2.47636 116.20000   2.00000
   CA    C    O   2.40072   2.35949   2.43990 120.80000   1.70000
   CA    C   OC   2.36962   2.30459   2.43023 117.00000   2.50000
    C   CA   CA   2.49683   2.42637   2.56363 109.10000   2.20000
